INCID,OGDINCID,CALLFROM,CALLDATE,FAILDATE,EASTING,NORTHING,LOCATION,SLOPENUM,FEATTYPE,SCALE,FACAFF,CONSEC,CONSEC - DEATHNO,CONSEC - INJURYNO,CONSEC - EVACUATED,CONSEC - ROADCLOSED
HK98/6/14,-,HyD,12/06/1998,11/06/1998,837355,814006,"Near driving centre, Hawthorn Road, Happy Valley.",-,Natural Hillside,~20,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
HK98/6/13,-,Public,11/06/1998,10/06/1998,835572,815069,"6 Hau Fung Lane, Wan Chai. (11SW-B/C254)",11SW-B/C254,Soil Cut,<1,Construction site affected,-,-,-,-,-
HK98/6/12,-,GEO,09/06/1998,09/06/1998,831088,815798,"Behind basketball court, Forbes Street, Kennedy Town.",-,Natural Hillside,~1,Open area; Pedestrian pavement,-,-,-,-,-
HK98/6/11,-,Police,09/06/1998,09/06/1998,831655,816135,"North-west of Ricci Hall, 93 Pok Fu Lam Road, Mid-Levels. (11SW-A/F40)",11SW-A/F40,Fill Slope,15,Road; Wall/building foundation,2 lanes of road closed,-,-,-,2
HK98/6/10,-,BD,11/06/1998,11/06/1998,834308,812102,"Behind 48-50 Aberdeen Main Road, Aberdeen. (11SW-D/C1436)",11SW-D/C1436,Rock Cut,~0.03,Rear lane,-,-,-,-,-
HK98/6/1,-,Police,30/05/1998,30/05/1998,830535,814930,"North of 56-58 Mount Davis Road, Western District. (11SW-C/C202)",11SW-C/C202,Rock Cut,2.5,Carpark,1 car was damaged,-,-,-,-
HK98/5/4,-,HyD,31/05/1998,31/05/1998,836960,811890,"Between Hong Kong Country Club & Deep Water Golf Club, Island Road, Deep Water Bay. (15NW-B/C117)",15NW-B/C117,Soil/Rock Cut,1.5,Road; Pedestrian pavement,1 lane of road blocked,-,-,-,1
HK98/5/3,-,HyD,24/05/1998,24/05/1998,835710,814365,"Adjacent Lump Post No. 24388 & Catch Pit No. ST2, Stubbs Road, Happy Valley. (11SW-D/C566 & 11SW- D/N22)",11SW-D/C566;11SW-D/N22,Soil/Rock Cut,1,Road,1/2 lane of road closed,-,-,-,1
HK98/5/2,-,Police,24/05/1998,24/05/1998,837400,814810,"South-west of Hong Kong Stadium, access road to Chung Man Tsuen, So Kon Po. (11SW-D/CR227)",11SW-D/CR227,Soil/Rock Cut,5,Lane of access road along side of Hong Kong Stadium,Private access closed; pedestrian pavement closed,-,-,-,1
HK98/5/1,-,HyD,15/05/1998,03/05/1998,834392,811774,"North-east below Ap Lei Chau Bridge, Ap Lei Chau.",-,Soil Cut,2.5,Construction site affected,-,-,-,-,-
HK98/3/1,-,ArchSD,02/03/1998,01/03/1998,834040,814130,"18 Gough Hill Road, Mid-Levels. (11SW-D/CR482)",11SW-D/CR482,Soil/Rock Cut,0.08,Open area behind a tennis court,-,-,-,-,-
HK98/2/2,-,HyD,20/02/1998,20/02/1998,837735,813838,"Tai Hang Road, Jardine's Lookout. (11SE-C/C54)",11SE-C/C54,Rock Cut,2,Road,1 lane of road closed,-,-,-,1
HK98/2/1,-,HyD,19/02/1998,18/02/1998,837511,814463,"Beside 38 Broadwood Road, Happy Valley.",-,Natural Hillside,~80,Trail,Trail closed,-,-,-,-
K98/11/1,-,DLO,09/09/1998,-,837220,823063,"Access road to Ma Chai Hang Fresh Water Service Reservoir behind Block 7-9, Tsui Chuk Garden, Wong Tai Sin.",-,Soil Cut,~10,Nil,-,-,-,-,-
K98/7/3,-,WSD,30/07/1998,04/07/1998,838150,823720,"Fung Wong High Level Service Reservoir, Shatin Pass Road, Tsz Wan Shan. (11NE-A/C214)",11NE-A/C214,Soil Cut,150,Country Park,-,-,-,-,-
K98/7/2,-,HyD,15/07/1998,09/06/1998,839215,823340,"10 m from end of Lok Wah Street, Tsz Wan Shan. (11NE-A/C13)",11NE-A/C13,Soil Cut,~8,Carpark,-,-,-,-,-
K98/7/1,-,GEO,03/07/1998,29/06/1998,841640,821340,"East uphill of Shun Chi Court, below Anderson Road, Sai Kung.",-,Natural Hillside,~560,Building lot,-,-,-,-,-
K98/6/9,-,Public,13/07/1998,09/06/1998,841815,821090,"Near Tsiu Lan Shue, Anderson Road Quarry, Sai Kung. (11NE-B/FR94)",11NE-B/FR94,Fill Slope,17.5,Nil,-,-,-,-,-
K98/6/8,-,HyD,10/06/1998,09/06/1998,840900,824075,"Near Tate's Pass, Fei Ngo Shan Road. (7SE-C/C594)",7SE-C/C594,Soil/Rock Cut,~40,Road,-,-,-,-,-
K98/6/7,-,HyD,10/06/1998,09/06/1998,839510,822310,"Opposite East Kowloon Clinic, Ping Ting Road, Ngau Chi Wan. (11NE-A/C68)",11NE-A/C68,Soil Cut,~8,Nil,-,-,-,-,-
K98/6/6,-,Police,09/06/1998,09/06/1998,840282,822526,Jat's Incline.,-,Soil Cut,45,Country park road,-,-,-,-,-
K98/6/5,-,FSD,10/06/1998,09/06/1998,840330,824155,"Below police post, Fei Ngo Shan Road, Tsz Wan Shan. (7SE-C/C42)",7SE-C/C42,Soil Cut,2500,Road,1 lane of road closed,-,-,-,1
K98/6/4,-,HyD,10/06/1998,09/06/1998,836620,822730,"Behind Waterloo Road Caltex petrol station, Lung Cheung Road Park, Kolwoon Tong. (11NW-B/C639)",11NW-B/C639,Soil Cut,~2,Platform below the slope facing the petrol station,-,-,-,-,-
K98/6/3,-,GEO,09/06/1998,09/06/1998,840210,820910,"Choi Ha Road behind Tak Po Garden, Kowloon Bay. (11NE-C/C191)",11NE-C/C191,Soil Cut,~15,Road; Pedestrian pavement,1 lane of road closed,-,-,-,1
K98/6/2,-,HyD,09/06/1998,09/06/1998,840860,821570,"Under flyover which is near Shun Lee Estate Fire Station, New Clear Water Bay Road. (11NE-A/C455)",11NE-A/C455,Soil Cut,~10,Pedestrian pavement; Road,1 lane of road closed,-,-,-,1
K98/6/13,-,WSD,30/07/1998,09/06/1998,838010,823670,"Fung Wong High Level Service Reservoir, Shatin Pass Road, Tsz Wan Shan. (11NE-A/C21)",11NE-A/C21,Soil Cut,120,WSD reservoir,Access track blocked; Disruption of the reservoir operation,-,-,-,-
K98/6/12,-,HD,16/06/1998,-,840540,820905,"Ex-quarry site, north of Choi Sing House, Choi Ha Estate, Jordan Valley.",-,Soil/Rock Cut,~60,Nil,-,-,-,-,-
K98/6/11,-,HyD,23/06/1998,20/06/1998,836820,818860,"Under Chatham Road North, near exit of tunnel, Winslow Street, Hung Hom.",-,Natural Hillside,~22,Pedestrian pavement,-,-,-,-,-
K98/6/10,-,HyD,21/06/1998,21/06/1998,836370,818330,"Gun Club Hill Barracks, Chatham Road South, Tsim Sha Tsui. (11NW-D/FR313)",11NW-D/FR313,Soil Cut,3,Pedestrian pavement,-,-,-,-,-
K98/6/1,-,HyD,09/06/1998,09/06/1998,840116,821965,"West Coast Public Car Park, Fung Shing Street, Ngau Chi Wan, Choi Hung. (11NE-A/F116)",11NE-A/F116,Fill Slope,160,Road; Carpark; Pedestrian pavement,-,-,-,-,-
K98/4/1,-,Police,27/04/1998,27/04/1998,842580,819680,Po Lam Road platform contract slope adjacent to Sau Man Ping Road,-,Soil,6,Road ,1 lane of road closed ,Dislodgement of stone ptiching whci covered a reinforced fill slope,-,-,-
ME98/12/1,-,Public,04/12/1998,20/07/1998,838808,835635,"Lamp Post No. N88769, Ting Kok Road, Tai Po. (7NE-A/C8)",7NE-A/C8,Soil Cut,~80,Pedestrian pavement,-,-,-,-,-
ME98/11/3,-,DO,31/10/1998,16/09/1998,834573,833760,"Access road to Ma Wo Village, Tai Po.",-,Soil Cut,3,Pedestrian pavement,-,-,-,-,-
ME98/10/6,-,DO,23/10/1998,-,846165,826416,"West of House No. 11, Tui Min Hoi, Fishermen New Village, Sai Kung.
(8SW-C/CR225)",8SW-C/CR225,Soil Cut,~2,Building lot,-,-,-,-,-
ME98/10/5,-,HyD,20/10/1998,09/10/1998,837200,846090,"Zone 230, Lin Ma Hang Road, Sha Tau Kok. (3NW-B/C6)",3NW-B/C6,Soil/Rock Cut,~10,Border road,-,-,-,-,-
ME98/10/4,-,HyD,20/10/1998,09/10/1998,840895,845700,"Zone 269, Border Fence Road, Sha Tau Kok. (3NE-A/C110)",3NE-A/C110,Soil Cut,5,Border road,-,-,-,-,-
ME98/10/3,-,Police,26/10/1998,-,848316,827825,"DD252, Lot 259, Fung Sau Road, Sai Kung. (8SW-A/C64)",8SW-A/C64,Soil Cut,1,Building lot; Open area/hillside,-,-,-,-,-
ME98/10/2,-,Police,26/10/1998,-,848311,827801,"DD52, Lot 259, Fung Sau Road, Sai Kung. (8SW-A/C56)",8SW-A/C56,Soil Cut,2,Building lot; Open area/hillside,-,-,-,-,-
ME98/9/4,-,HyD,01/09/1998,24/05/1998,835085,846615,"Zone 197, Border Fence Road, Sha Tau Kok.",-,Natural Hillside,24,Border road,-,-,-,-,-
ME98/9/3,-,HyD,01/09/1998,24/05/1998,835000,846580,"Zone 197, Border Fence Road, Sha Tau Kok.",-,Natural Hillside,60,Border road; Shengzhen river,-,-,-,-,-
ME98/9/2,-,Public,01/09/1998,01/09/1998,845640,826930,"Behind House No. 719G, Tan Cheung Ha Tseung, Sai Kung. (8SW-C/C144 & 8SW-C/C2)",8SW-C/C144;8SW-C/C2,Soil Cut,1,Building lot,-,-,-,-,-
ME98/9/1,-,DO,01/09/1998,30/08/1998,839517,826595,"House No. 18, Ngau Pei Sha New Village, Shatin. (7SE-C/C324)",7SE-C/C324,Soil/Rock Cut,0.002,Open area/hillside,-,-,-,-,-
ME98/8/5,-,DO,21/08/1998,-,840760,824890,"Lamp Post No. V81414, Mau Tso Ngam, Shatin.",-,Natural Hillside,2.5,Village road,-,-,-,-,-
ME98/8/4,-,DO,10/08/1998,09/06/1998,849125,828040,"Next to House No. 40F, Chi Fai Path, Sai Kung.",-,Retaining Wall,7,Open area/hillside; Building lot,-,-,-,-,-
ME98/8/3,-,Public,12/08/1998,09/06/1998,839495,835900,"House No. 91, Shuen Wan Chan Uk, Tai Po. (7NE-A/C106)",7NE-A/C106,Soil Cut,~6,Open area behind village house,-,-,-,-,-
ME98/8/2,-,Public,12/08/1998,09/06/1998,839480,835890,"House No. 89, Shuen Wan Chan Uk, Tai Po. (7NE-A/C106)",7NE-A/C106,Soil Cut,2,Open area behind village house,-,-,-,-,-
ME98/8/1,-,DO,06/08/1998,06/08/1998,836755,832605,"House No. 15, Lai Chi Hang Tsuen, Tai Po Kau, Tai Po.",-,Soil Cut,1.5,Open area/hillside,-,-,-,-,-
ME98/7/8,-,DO,26/06/1998,09/06/1998,839510,835910,"Behind House No. 94 & 95, Shuen Wan Chan Uk, Tai Po. (7NE-A/C106)",7NE-A/C106,Soil Cut,6,Building lot,-,-,-,-,-
ME98/7/7,-,Public,23/06/1998,04/06/1998,836735,835550,"65 Ting Kok Road, Tai Po. (7NW-B/C165)",7NW-B/C165,Soil Cut,~2.5,Open area/hillside,-,-,-,-,-
ME98/7/6,-,DO,15/07/1998,08/07/1998,836810,836865,"650m north from Fung Yuen Lo Tsuen, access road to Sha Lo Tung. (3SW-D/C152)",3SW-D/C152,Soil Cut,0.6,Access road,-,-,-,-,-
ME98/7/5,-,DO,15/07/1998,08/07/1998,837015,836560,"400m north-east from Fung Yuen Lo Tsuen, access road to Sha Lo Tung. (3SW-D/C171)",3SW-D/C171,Soil/Rock Cut,3,Road,1/2 lane of road blocked,-,-,-,1
ME98/7/4,-,DO,17/07/1998,-,849055,828635,"Tai Po Tsai Village, Yan Yee Road, Sai Kung.",-,Natural Hillside,65,Footpath,-,-,-,-,-
ME98/7/3,-,HyD,08/07/1998,10/06/1998,837400,836025,"House No. 41, Ha Hang Village, Tai Po. (3SW-D/C177)",3SW-D/C177,Soil Cut,~4.5,Open areas near village house,-,-,-,-,-
ME98/7/2,-,DO,30/06/1998,10/06/1998,839900,834760,"DD27, House No. 189, Sam Mun Tsai Village, Tai Po. (7NE-A/C130)",7NE-A/C130,Soil Cut,~1,Squatter,-,-,-,-,-
ME98/7/1,-,HyD,30/06/1998,22/06/1998,837130,832690,"Tsung Tsai Yuen, Tai Po Road, Tai Po Kau.",-,Retaining Wall,10,Open area/hillside; Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
ME98/6/9,-,HyD,09/06/1998,-,842340,821565,"Adjacent carpark near House No. 9, Tan Shan, Sai Kung.",-,Soil Cut,<5,Building access,-,-,-,-,-
ME98/6/81,-,DO,09/06/1998,09/06/1998,834915,833787,"No. 6, Ma Wo Tsuen, Tai Po.",-,Soil Cut,1,Road,1 lane of road blocked,-,-,-,1
ME98/6/80,-,Public,20/06/1998,-,855210,834670,"Near South Cannel, Tan Ka Wan, Sai Kung.",-,Others,3,Building access,-,-,-,-,-
ME98/6/8,-,HyD,09/06/1998,09/06/1998,842370,821510,"Hut No. XTS.A.43, Tan Shan, Sai Kung.",-,Soil Cut,~30,Squatter; Access road,1 hut permanently evacuated,-,-,-,-
ME98/6/79,-,DO,20/06/1998,09/06/1998,846593,828397,"South of House No. 12B, Tai Wan Village, Sai Kung.",-,Natural Hillside,~2,Stream course,-,-,-,-,-
ME98/6/78,-,DO,20/06/1998,09/06/1998,848920,828691,"Tsz Tang of Tai Po Tsai Village, Yan Yee Road, Sai Kung.",-,Soil Cut,4,Building lot,-,-,-,-,-
ME98/6/77,-,DO,20/06/1998,09/06/1998,850535,828345,"East of House No. 14C, Wong Keng Tei, Sai Kung. (8SW-B/C152)",8SW-B/C152,Soil Cut,1.5,Carpark,-,-,-,-,-
ME98/6/76,-,Police,24/06/1998,24/06/1998,836755,832600,"Hut No. 15, X/LCH/30, Lai Chi Hang Village, Tai Po Kau.",-,Soil Cut,<1,Squatter,-,-,-,-,-
ME98/6/75,-,DO,20/06/1998,-,847065,828335,"House No. 1A, Mak Bin Tsuen, Tai Mong Tsai Road, Sai Kung.",-,Soil Cut,10,Building access,-,-,-,-,-
ME98/6/74,-,DO,20/06/1998,-,845565,826933,"House No. 20, Sun King Terrace, Sai Kung. (8SW-C/C149)",8SW-C/C149,Soil Cut,3.5,Backyard,-,-,-,-,-
ME98/6/73,-,DO,20/06/1998,-,845592,826922,"House No. 21A, Sun King Terrace, Sai Kung. (8SW-C/CR145)",8SW-C/CR145,Soil Cut,~1,Backyard,-,-,-,-,-
ME98/6/72,-,DO,19/06/1998,18/06/1998,836832,828794,"Wong Chuk Yeung Tsuen Path, Shatin. (7SW-B/C150)",7SW-B/C150,Soil/Rock Cut,~2,Open area/hillside,-,-,-,-,-
ME98/6/71,-,DO,16/06/1998,-,837510,829115,"Near House No. 33, Kwai Tei New Village, Shatin.",-,Natural Hillside,~5,Open area/hillside,-,-,-,-,-
ME98/6/7,-,GEO,09/06/1998,09/06/1998,842553,821860,"Behind House No. 40A, Tseung Lan Shue, Sai Kung. (11NE-B/C709)",11NE-B/C709,Soil Cut,~2,Backyard,-,-,-,-,-
ME98/6/69,-,HD,09/06/1998,09/06/1998,838190,831980,"San San Yuen House No. 444A, Cheung Shue Tau, Tai Po. (7NE-C/R45)",7NE-C/R45,Retaining Wall,~15,Footpath,-,-,-,-,-
ME98/6/68,-,DO,15/06/1998,09/06/1998,838690,836780,"300m north-west from Wai Ha, Tung Tsz Shan Road, Tai Po.",-,Soil Cut,~7,Country road,-,-,-,-,-
ME98/6/67,-,WSD,11/06/1998,-,848423,829363,"End of Ma Ying Road, Wong Mo Ying, Sai Kung.",-,Natural Hillside,20,Watermain and ruin,-,-,-,-,-
ME98/6/66,-,HyD,10/06/1998,09/06/1998,837260,846080,"Pole No. 158, Zone 230, Lin Ma Hang Road, Sha Tau Kok. (3NW-B/C20)",3NW-B/C20,Rock Cut,1,Open area/hillside,-,-,-,-,-
ME98/6/65,-,HyD,10/06/1998,09/06/1998,837325,846095,"Pole No. 156, Zone 231, Lin Ma Hang Road, Sha Tau Kok. (3NW-B/F1)",3NW-B/F1,Soil/Rock Cut,3,Open area/hillside,-,-,-,-,-
ME98/6/64,-,HyD,10/06/1998,09/06/1998,837715,846075,"Pole No. 141, Zone 235, Lin Ma Hang Road, Sha Tau Kok. (3NE-A/C92)",3NE-A/C92,Soil Cut,30,Open area/hillside,-,-,-,-,-
ME98/6/63,-,HyD,10/06/1998,09/06/1998,837750,846095,"Pole No. 140, Zone 235, Lin Ma Hang Road, Sha Tau Kok. (3NE-A/C92)",3NE-A/C92,Soil Cut,8,Open area/hillside,-,-,-,-,-
ME98/6/62,-,HyD,10/06/1998,09/06/1998,839170,846240,"Pole No. 82, Zone 251, Lin Ma Hang Road, Sha Tau Kok. (3NE-A/C125)",3NE-A/C125,Soil Cut,2,Open area/hillside,-,-,-,-,-
ME98/6/61,-,HyD,10/06/1998,09/06/1998,839860,846045,"Pole No. 46, Zone 259, Lin Ma Hang Road, Sha Tau Kok. (3NE-A/C140)",3NE-A/C140,Soil Cut,2,Open area/hillside,-,-,-,-,-
ME98/6/60,-,HyD,10/06/1998,09/06/1998,840490,845795,"Pole No. 20, Zone 265, Lin Ma Hang Road, Sha Tau Kok. (3NE-A/C146)",3NE-A/C146,Soil Cut,2,Open area/hillside,-,-,-,-,-
ME98/6/59,-,DO,11/06/1998,09/06/1998,839768,843927,"Access road to Wu Shek Kok, Sha Tau Kok.",-,Natural Hillside,36,Pedestrian pavement,-,-,-,-,-
ME98/6/58,-,DO,12/06/1998,09/06/1998,843350,819720,"Below access road to Ma Yau Tong Village, Sai Kung.",-,Fill Slope,9,Village access; Channel at slope toe,-,-,-,-,-
ME98/6/57,-,DO,11/06/1998,09/06/1998,848705,818390,"Near Pak Lee Garden, Lung Ha Wan Road, Sai Kung. (12NW-C/C349)",12NW-C/C349,Soil Cut,5,Road,1 lane of road blocked,-,-,-,1
ME98/6/56,-,DO,11/06/1998,09/06/1998,848685,818220,"Near Tai Hang Hau Road, Lung Ha Wan Road, Sai Kung. (12NW-C/C348)",12NW-C/C348,Soil/Rock Cut,3,Road,-,-,-,-,-
ME98/6/55,-,GEO,10/06/1998,09/06/1998,848975,827565,"Outward Boung School, Tai Mong Tsai, Sai Kung.",-,Natural Hillside,900,Building lot,1 house temporarily evacuated,-,-,-,-
ME98/6/54,-,HyD,09/06/1998,-,848310,827710,"Near Fung Sau Road, Tai Mong Tsai Road, Sai Kung. (8SW-A/C92)",8SW-A/C92,Soil Cut,~10,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
ME98/6/53,-,GEO,10/06/1998,-,849865,827465,"Hong Kong Sea Cadet Corps, Tang Shiu Kin Nautical Centre, Tsam Chuk Wan, Sai Kung. (8SW-B/C204)",8SW-B/C204,Soil/Rock Cut,7.5,Building access,-,-,-,-,-
ME98/6/52,-,Police,09/06/1998,-,852160,831175,"Near Pak Tam Au, Pak Tam Road, Sai Kung. (8NW-D/C45)",8NW-D/C45,Soil Cut,~20,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
ME98/6/51,-,HyD,10/06/1998,09/06/1998,846635,828317,"Tai Mong Tsai Road, Tai Wan, Sai Kung.",-,Retaining Wall,~20,Road; Pedestrian pavement,1 lane of road closed,-,-,-,1
ME98/6/50,-,DO,11/06/1998,09/06/1998,840560,827130,"House No. 17, Shek Kwu Lung Tsuen, Shatin.",-,Natural Hillside,30,Open area/hillside; Surface drainage channel,Surface drainage channel broken,-,-,-,-
ME98/6/5,-,DO,29/05/1998,24/05/1998,837405,836025,"House No. 42, Ha Hang Village, Tai Po. (3SW-D/C177)",3SW-D/C177,Soil Cut,4.5,Pedestrian pavement; Open area,-,-,-,-,-
ME98/6/48,-,Unknown,10/06/1998,-,845155,825650,"House No. 22A, Ta Ho Tun Ha Wai, Sai Kung.",-,Fill Slope,15,Open Area; Private gardens,-,-,-,-,-
ME98/6/47,-,DO,11/06/1998,09/06/1998,844745,825360,"Mang Hung Wu Road, Sai Kung.",-,Soil Cut,6,Footpath; Access road,1/2 lane of road/footpath closed,-,-,-,1
ME98/6/46,-,DO,11/06/1998,09/06/1998,843729,823427,"Opposite House No. 35, Mok Tse Che New Village, Sai Kung.",-,Soil Cut,4,Road,-,-,-,-,-
ME98/6/45,-,DO,11/06/1998,09/06/1998,843960,824970,"House No.11 Bernand Gardens, Hing Keng Shek, Sai Kung.",-,Natural Hillside,7.5,Access road,-,-,-,-,-
ME98/6/44,-,DO,10/06/1998,09/06/1998,844840,826070,"River bank at Tai Chung Hau, Sai Kung.",-,Others,15,Open area/hillside,-,-,-,-,-
ME98/6/43,-,DO,10/06/1998,09/06/1998,844910,825965,"House No. 49, Tai Ho Tun, Sai Kung.",-,Soil Cut,4,Pig farm; licence house,1 house permanently evacuated; 3 houses temporarily evacuated.,-,-,-,-
ME98/6/42,-,FSD,10/06/1998,-,839500,824240,"175m north-west from junction of Shatin Pass Road and Kwun Ping Road, Shatin.",-,Soil Cut,~10,Road,1 lane of road blocked,-,-,-,1
ME98/6/41,-,DO,09/06/1998,09/06/1998,834705,835350,"Near Hut No. RTP/CH/80, Chuk Hang, Tai Po. (7NW-B/C149)",7NW-B/C149,Soil Cut,<1,Squatter,1 hut permanently evacuated,-,-,-,-
ME98/6/4,-,Public,03/06/1998,27/05/1998,843110,820165,"Adjacent House No.4, Ma Yau Tong, Tseung Twan O.",-,Soil Cut,3,Carpark,-,-,-,-,-
ME98/6/39,-,HyD,09/06/1998,09/06/1998,838850,835680,"J/O Ting Kok Road & Sam Mun Tsai Road, Tai Po. (7NE-A/C8, 7NE-A/C110 & 7NE-A/C112)",7NE-A/C8;7NE-A/C110;7NE-A/C112,Soil Cut,20,Road; Pedestrian pavement,Pedestrian pavement closed; 1 lane of road blocked,-,-,-,1
ME98/6/38,-,DO,09/06/1998,09/06/1998,834870,833230,"Lot 1091, DD22, Block 17, Wun Yin Ha Tsuen, Tai Po. (7NW-B/C242)",7NW-B/C242,Soil Cut,2,Open area/hillside,-,-,-,-,-
ME98/6/37,-,DO,09/06/1998,09/06/1998,834690,834360,"Near House No. 54, Kam Shan Garden, Kam Shan Road, Shatin.",-,Soil Cut,4,Pedestrian pavement,-,-,-,-,-
ME98/6/36,-,GEO,09/06/1998,09/06/1998,844150,823580,"Yue Sun Garden, Wo Mei, Sai Kung. (11NE-B/C513)",11NE-B/C513,Soil Cut,1350,Squatter,1 hut permanently evacuated; 5 huts temporarily evacuated,-,-,-,-
ME98/6/35,-,HyD,09/06/1998,09/06/1998,848110,827800,"Near Fung San Road, Tai Mong Tsai Road, Sai Kung. (8SW-A/C57)",8SW-A/C57,Soil/Rock Cut,2.5,Road,1/4 lane of road blocked,-,-,-,1
ME98/6/34,-,HyD,09/06/1998,09/06/1998,849510,827500,"Opposite monumant, Tai Mong Tsai Road, Sai Kung. (8SW-B/C100)",8SW-B/C100,Soil Cut,1.5,Side walk,-,-,-,-,-
ME98/6/33,-,Public,09/06/1998,09/06/1998,849850,828143,"DD257, Lot 410-412, Tsam Chuk Wan",8SW-B/R2,Retaining Wall,0.8,Carpark,1 parking area temporarily evacuated ,-,-,-,-
ME98/6/31,-,HyD,09/06/1998,09/06/1998,845043,827700,"House No. 108, Nam Shan Tsuen, Sai Kung.",-,Retaining Wall,~5,Road,-,-,-,-,-
ME98/6/30,-,Police,09/06/1998,09/06/1998,845350,826570,"House No. 89, Sun On Tsuen, Po Lo Che, Sai Kung. (8SW-C/C130)",8SW-C/C130,Soil Cut,4,Open area/hillside,-,-,-,-,-
ME98/6/3,-,Public,02/06/1998,04/06/1998,838950,829515,"Ma Nin Village, Kau To, Shatin.",-,Natural Hillside,50,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
ME98/6/29,-,Police,09/06/1998,09/06/1998,849250,827645,"Opposite Outward Bound Camp, Tai Mong Tsai Road. (8SW-B/C74)",8SW-B/C74,Soil Cut,15,Road,2 lanes of road closed,-,-,-,2
ME98/6/27,-,GEO,09/06/1998,09/06/1998,839620,824880,"Kwun Ping Road, Shatin.",-,Natural Hillside,3,Road,-,-,-,-,-
ME98/6/26,-,DO,10/06/1998,09/06/1998,841847,821886,"No. 4A, Block A, Flamingo Gardens, Fei Wan Road, Sai Kung. (11NE-B/C431)",11NE-B/C431,Soil Cut,2.5,Landscape at the crest of slope,-,-,-,-,-
ME98/6/24,-,Public,10/06/1998,10/06/1998,842332,821439,"South of House No. 6, Tan Shan Tsuen, Sai Kung. (11NE-B/CR99)",11NE-B/CR99,Soil Cut,0.35,Open area/hillside,-,-,-,-,-
ME98/6/23,-,Public,10/06/1998,09/06/1998,844470,824725,"Adjacent W.C. in Fishman New Village, Pak Sha Wan, Sai Kung.",-,Soil Cut,1,Open area/hillside,-,-,-,-,-
ME98/6/22,-,Public,09/06/1998,09/06/1998,844465,824948,"House No. 30, Pak Sha Wan Village, Sai Kung",-,Natural Hillside,300,Licenced house; Hut for pigeons/bird,1 house temporarily evacuated; 1 hut for pigeons/bird was damaged,-,-,-,-
ME98/6/20,-,Public,10/06/1998,09/06/1998,842963,822013,"Opposite Lamp Post No. V07146, Pak Shek Wo Sun Tsuen, Sai Kung. (11NE-B/C404)",11NE-B/C404,Soil Cut,3.5,Village road,-,-,-,-,-
ME98/6/19,-,DO,10/06/1998,09/06/1998,842902,822215,"In front of W.C. in Pak Shen Wo Sun Tsuen, Sai Kung.",-,Natural Hillside,4,Public toilet,-,-,-,-,-
ME98/6/18,-,DO,10/06/1998,09/06/1998,842931,822197,"Licence House No. S12035, Pak Shek Wo Sun Tsuen, Sai Kung.
(11NE-B/C372)",11NE-B/C372,Soil Cut,2,Open area/hillside,-,-,-,-,-
ME98/6/17,-,Public,10/06/1998,09/06/1998,844645,825740,"House No. 8B, Fung On Village, Sai Kung.",-,Soil Cut,17,Open area/hillside,-,-,-,-,-
ME98/6/16,-,Police,10/06/1998,10/06/1998,843890,824550,"Carpark in front of 49 Luk Mei Tsuen, Luk Cheng Road, Sai Kung. (7SE-D/C33)",7SE-D/C33,Soil Cut,4,Parking space,Parking space closed,-,-,-,-
ME98/6/15,-,HyD,09/06/1998,09/06/1998,841288,823025,"Near Pak Fa Lam, Fei Ngo Shan Road, Sai Kung. (11NE-B/C590)",11NE-B/C590,Soil/Rock Cut,35,Road,Road closed,-,-,-,-
ME98/6/14,-,DO,05/06/1998,03/05/1998,832450,840885,"House No. 12A, Shek Wu San Tsuen, Sheung Shui. (3SW-A/C68)",3SW-A/C68,Soil Cut,20,Squatter; Building lot,1 hut temporarily evacuated,-,-,-,-
ME98/6/13,-,FSD,09/06/1998,09/06/1998,849065,827970,"House No. 44, Tai Mong Tsai Tsuen, Sai Kung.",-,Retaining Wall,~30,Village house,3-storey village house temporarily evacuated,-,-,-,-
ME98/6/12,-,Police,09/06/1998,09/06/1998,839837,837148,"Adjacent footpath in Po Sam Pai, Tai Po.",-,Natural Hillside,3,Footpath,Footpath closed,-,-,-,-
ME98/6/11,-,DO,09/06/1998,09/06/1998,834893,833788,"Hut No. 6, Ma Wo Tsuen, Tai Po.",-,Soil Cut,25,Road; Squatter,Road closed,-,-,-,1
ME98/6/10,-,HyD,09/06/1998,09/06/1998,843400,820500,"Near Cable Post No. P11/8 of Ma Yau Tong Line, access road to Au Tau Village, Tseung Kwan O. (11NE-D/F284)",11NE-D/F284,Fill Slope,170,Open area/hillside; Access road,Access road closed,-,-,-,-
ME98/6/1,-,HyD,21/05/1998,-,847920,828040,"Tso Wo Hang, Tai Mong Tsai Road, Sai Kung. (8SW-A/C11)",8SW-A/C11,Soil Cut,~3,Pedestrian pavement,Pedestrian pavement closed,-,-,-,-
ME98/5/9,-,Public,25/05/1998,24/05/1998,840280,842450,"Near west side of House No. 32, Luk Keng Tsuen, Sha Tau Kok. (3NE-C/C166)",3NE-C/C166,Soil Cut,~4.5,Open area/hillside,-,-,-,-,-
